Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
IAR014,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp,,,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp,,,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp,,,,,,,IAR014,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR014.webp
IAR015,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp,,,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp,,,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp,,,,,,,IAR015,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR015.webp
IAR016,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp,,,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp,,,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp,,,,,,,IAR016,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR016.webp
IAR017,IAR,Beckoning Hunger,Red,1,3,7,3,,,,"Shadow, Brute, Action, Attack",,Blood Debt,,,,,,"When this attacks, banish the top card of your deck.

When this hits, create a Blasmophet, the Insatiable Hunger token.

**Blood Debt**",Shadow Brute Action - Attack,,,,,C,,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017.webp,,,C,R,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017-RF.webp,,,,,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017.webp,,,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017.webp,,,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017.webp,,,,Faizal Fikri,,,IAR017,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR017.webp
IAR018,IAR,Beckoning Hunger,Yellow,2,3,6,3,,,,"Shadow, Brute, Action, Attack",,Blood Debt,,,,,,"When this attacks, banish the top card of your deck.

When this hits, create a Blasmophet, the Insatiable Hunger token.

**Blood Debt**",Shadow Brute Action - Attack,,,,,C,,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018.webp,,,C,R,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018-RF.webp,,,,,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018.webp,,,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018.webp,,,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018.webp,,,,Faizal Fikri,,,IAR018,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR018.webp
IAR019,IAR,Beckoning Hunger,Blue,3,3,5,3,,,,"Shadow, Brute, Action, Attack",,Blood Debt,,,,,,"When this attacks, banish the top card of your deck.

When this hits, create a Blasmophet, the Insatiable Hunger token.

**Blood Debt**",Shadow Brute Action - Attack,,,,,C,,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019.webp,,,C,R,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019-RF.webp,,,,,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019.webp,,,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019.webp,,,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019.webp,,,,Faizal Fikri,,,IAR019,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR019.webp
IAR020,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp,,,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp,,,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp,,,,,,,IAR020,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR020.webp
IAR021,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp,,,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp,,,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp,,,,,,,IAR021,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR021.webp
IAR022,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp,,,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp,,,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp,,,,,,,IAR022,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR022.webp
IAR023,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp,,,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp,,,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp,,,,,,,IAR023,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR023.webp
IAR024,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp,,,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp,,,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp,,,,,,,IAR024,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR024.webp
IAR025,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp,,,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp,,,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp,,,,,,,IAR025,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR025.webp
IAR026,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp,,,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp,,,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp,,,,,,,IAR026,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR026.webp
IAR027,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp,,,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp,,,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp,,,,,,,IAR027,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR027.webp
IAR028,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp,,,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp,,,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp,,,,,,,IAR028,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR028.webp
IAR029,IAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp,,,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp,,,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp,,,,,,,IAR029,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/IAR029.webp
